BEANR,BEZEE,3.379855284644316
BEANR,DEBRV,21.252828056541055
BEANR,DEHAM,49.67349228675909
BEANR,ESALG,95.2735381798823
BEANR,ESBCN,133.74552352624576
BEANR,ESVLC,124.74224160962838
BEANR,FRFOS,145.874674426771
BEANR,FRLEH,16.216650394508537
BEANR,GBFXT,8.952417795987282
BEANR,GBSOU,17.84114370874284
BEANR,GBTIL,11.525412821052694
BEANR,NLRTM,3.045539999687812
BEANR,RUNJK,827.6128944487965
BEANR,CNDCB,624.4095188514201
BEANR,CNDLC,697.6050237501262
BEANR,CNNGB,665.1096111630235
BEANR,CNNSA,624.357940915619
BEANR,CNSHA,668.751760913214
BEANR,CNSHK,624.3021664417593
BEANR,CNTAO,688.7971240867105
BEANR,CNXMN,637.6636469023276
BEANR,CNYTN,625.4795098516987
BEANR,HKHKG,624.1993624874029
BEANR,JPNGO,706.0876075110052
BEANR,JPYOK,714.7654282671813
BEANR,KRKAN,688.3702217524518
BEANR,KRPUS,691.8241839080174
BEANR,KRTSN,693.704392059532
BEANR,MYPKG,518.9864831083979
BEANR,SGSIN,636.7261601771212
BEANR,TWKEL,646.4918152156215
BEANR,TWKHH,635.3684594335157
BEANR,TWTPE,646.4745028491848
BEANR,VNVUT,570.0109148488546
BEANR,GTPRQ,447.9134353815224
BEANR,MXLZC,526.4766476544886
BEANR,MXZLO,509.241850449526
BEANR,ZADUR,535.9778763795996
BEANR,EGPSD,241.92482004006993
BEANR,EGSUZ,277.9369029428293
BEANR,GRPIR,184.43559527586086
BEANR,ILASH,221.09322901617142
BEANR,ROCND,214.94321206088398
BEANR,TRIST,204.5777502892499
BEANR,UAILK,224.77391537364127
BEANR,USLGB,516.2338489566968
BEANR,USOAK,537.310157927916
BEANR,CAPRR,606.4881591526889
BEANR,USCHS,251.60242063805907
BEANR,USORF,231.08347936212311
BEANR,USSAV,256.0751041890217
BEANR,USILM,243.40625965098883
BEANR,USBOS,206.32973524710235
BEANR,USNYC,217.52512025750084
BEANR,ITGOA,167.12484262130826
BEANR,ITNAP,332.64577572544886
BEANR,ITSPE,169.26553020295532
BEANR,PECLL,476.3227736320267
BEANR,ECGYE,425.30235598675085
BEANR,CLIQQ,523.5137773959943
BEANR,BRITJ,443.1281044259132
BEANR,BRPNG,440.0496855270514
BEANR,BRRIG,467.6129850760914
BEANR,BRSSZ,428.8752162193611
BEANR,BRRIO,416.16892581976106
BEANR,COBUN,397.520893192737
BEANR,PAPCN,371.8738047060058
BEANR,ARBUE,497.2793733643793
BEANR,UYMVD,488.85963849522676
BEANR,CLSAI,578.5177308853673
BEANR,BRNVT,444.2294568834838
