BEANR,BEZEE,4.650107902742755
BEANR,DEBRV,29.240288526659448
BEANR,DEHAM,68.34230450307518
BEANR,ESALG,131.0802373182547
BEANR,ESBCN,184.01116720336512
BEANR,ESVLC,171.62417756469802
BEANR,FRFOS,200.69882265191114
BEANR,FRLEH,22.311361820172234
BEANR,GBFXT,12.317009231404501
BEANR,GBSOU,24.54638922882907
BEANR,GBTIL,15.857014199704079
BEANR,NLRTM,4.190146745338485
BEANR,RUNJK,1138.6550419401035
BEANR,CNDCB,863.5005625628951
BEANR,CNDLC,964.7231700807467
BEANR,CNNGB,919.7850225949562
BEANR,CNNSA,863.4292350522862
BEANR,CNSHA,924.8217785432207
BEANR,CNSHK,863.3521041180188
BEANR,CNTAO,952.5426601994316
BEANR,CNXMN,881.8297947137628
BEANR,CNYTN,864.9802610664949
BEANR,HKHKG,863.2099357657753
BEANR,JPNGO,976.4537981835653
BEANR,JPYOK,988.45442097766
BEANR,KRKAN,951.9522937897876
BEANR,KRPUS,956.7288037153379
BEANR,KRTSN,959.3289575367507
BEANR,MYPKG,717.7102632115341
BEANR,SGSIN,880.5333373565783
BEANR,TWKEL,894.0383342615769
BEANR,TWKHH,878.6557629114418
BEANR,TWTPE,894.0143928614124
BEANR,VNVUT,788.2723289426629
BEANR,GTPRQ,520.0727722965727
BEANR,MXLZC,611.2926026919777
BEANR,MXZLO,591.2812610926364
BEANR,ZADUR,622.3244895990615
BEANR,EGPSD,291.85184112992414
BEANR,EGSUZ,335.2958858391565
BEANR,GRPIR,222.49832837423642
BEANR,ILASH,266.72114890502803
BEANR,ROCND,259.30192763172664
BEANR,TRIST,246.79730284080114
BEANR,UAILK,271.16143365907453
BEANR,USLGB,611.5043249169005
BEANR,USOAK,636.4702470764652
BEANR,CAPRR,718.4149839889101
BEANR,USCHS,298.03541300260656
BEANR,USORF,273.72972022730914
BEANR,USSAV,303.3335261366559
BEANR,USILM,288.32665813998415
BEANR,USBOS,244.4076956936347
BEANR,USNYC,257.66917857935454
BEANR,ITGOA,194.04883478803941
BEANR,ITNAP,386.23536850802594
BEANR,ITSPE,196.53438944495593
BEANR,PECLL,553.0588855406774
BEANR,ECGYE,493.81902365552025
BEANR,CLIQQ,607.8524108433503
BEANR,BRITJ,514.5165193694409
BEANR,BRPNG,510.94216387001825
BEANR,BRRIG,542.9459406665324
BEANR,BRSSZ,497.9674755201514
BEANR,BRRIO,483.21418805044954
BEANR,COBUN,461.56193728026994
BEANR,PAPCN,431.7830752122713
BEANR,ARBUE,577.3916160635533
BEANR,UYMVD,567.6154528375664
BEANR,CLSAI,671.7175604879997
BEANR,BRNVT,515.7953008942604
BEANR,CIABJ,329.126216955067
BEANR,BJCOO,365.3500917566406
BEANR,TGLFW,357.1994041867632
BEANR,GHTEM,350.67712989051864
BEANR,NGLOS,369.88992251627263
BEANR,LKCMB,597.6443855472329
BEZEE,BEANR,4.650107902742752
BEZEE,DEBRV,28.713175995712092
BEZEE,DEHAM,69.27202824645757
BEZEE,ESALG,127.81478417251343
BEZEE,ESBCN,180.21145379919074
BEZEE,ESVLC,165.12744017838713
BEZEE,FRFOS,197.29724182164404
BEZEE,FRLEH,16.40763391965191
BEZEE,GBFXT,7.777883900964511
BEZEE,GBSOU,21.00008729288141
BEZEE,GBTIL,10.567056810062693
BEZEE,NLRTM,6.010603487215347
BEZEE,RUNJK,1139.7233093569037
BEZEE,CNDCB,863.2265139347858
BEZEE,CNDLC,964.9361586727074
BEZEE,CNNGB,917.0539066691647
BEZEE,CNNSA,863.345418342682
BEZEE,CNSHA,926.1895325547753
BEZEE,CNSHK,863.0574306074357
BEZEE,CNTAO,952.1164013937278
BEZEE,CNXMN,881.6607064973314
BEZEE,CNYTN,864.7855507146194
BEZEE,HKHKG,863.4104259009468
BEZEE,JPNGO,975.2520497978976
BEZEE,JPYOK,989.230117669367
BEZEE,KRKAN,951.77801281243
BEZEE,KRPUS,956.5487475430909
BEZEE,KRTSN,960.3470596218758
BEZEE,MYPKG,718.093553536374
BEZEE,SGSIN,733.6222584285398
BEZEE,TWKEL,895.6844621592872
BEZEE,TWKHH,878.7726299181206
